N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,estado,rango_edad,total
COLIMA,7,Hombres,40,56529.58624448111,MORENA-PT-Partido Verde,5,57158.60740788918,9,40-44,-57158.60740788918
MEXICO,7,Hombres,52,81005.78381919285,MORENA-PT-Partido Verde,5,81907.15875868671,15,50-54,-81907.15875868671
YUCATAN,1,Mujeres,43,64184.79892665612,PAN-PRI-PRD,5,64899.001870214735,31,40-44,64899.001870214735
COLIMA,7,Hombres,35,61450.000982929974,MORENA-PT-Partido Verde,5,62133.77303359634,9,35-39,-62133.77303359634
MEXICO,99,Hombres,65,79401.77382318482,NS,5,80285.30047648314,15,65-100,-80285.30047648314
MEXICO,3,Hombres,41,72549.73132962525,PAN-PRI-PRD,5,73357.01331128596,15,40-44,-73357.01331128596
MEXICO,7,Mujeres,23,86086.13559246901,MORENA-PT-Partido Verde,5,87044.0410851696,15,20-24,87044.0410851696
MEXICO,7,Mujeres,69,91838.73907812624,MORENA-PT-Partido Verde,5,92860.65546454758,15,65-100,92860.65546454758
MEXICO,7,Mujeres,47,67400.90585159809,MORENA-PT-Partido Verde,5,68150.89535320477,15,45-49,68150.89535320477
BAJA CALIFORNIA,99,Mujeres,31,63202.80192417783,NS,5,63906.07790120443,2,30-34,63906.07790120443
MEXICO,7,Mujeres,29,69040.63830366835,MORENA-PT-Partido Verde,5,69808.87358563895,15,25-29,69808.87358563895
COLIMA,7,Hombres,78,61868.587781656424,MORENA-PT-Partido Verde,5,62557.01756949397,9,65-100,-62557.01756949397
MEXICO,2,Hombres,52,81005.78381919285,PAN-PRI-PRD,5,81907.15875868671,15,50-54,-81907.15875868671
YUCATAN,2,Mujeres,38,64184.79892665612,PAN-PRI-PRD,5,64899.001870214735,31,35-39,64899.001870214735
COLIMA,1,Mujeres,33,53795.35727884282,PAN-PRI-PRD,5,54393.95388054348,9,30-34,54393.95388054348
MEXICO,99,Hombres,35,78864.56204076714,NS,5,79742.11098216586,15,35-39,-79742.11098216586
MEXICO,7,Hombres,22,67147.48327432577,MORENA-PT-Partido Verde,5,67894.65286913709,15,20-24,-67894.65286913709
MEXICO,7,Mujeres,61,91838.73907812624,MORENA-PT-Partido Verde,5,92860.65546454758,15,60-64,92860.65546454758
MEXICO,2,Mujeres,40,67133.73324760844,PAN-PRI-PRD,5,67880.74984186949,15,40-44,67880.74984186949
BAJA CALIFORNIA,7,Hombres,32,72196.0488194791,MORENA-PT-Partido Verde,5,72999.39527288302,2,30-34,-72999.39527288302
YUCATAN,1,Mujeres,29,66007.9407612388,PAN-PRI-PRD,5,66742.43033475587,31,25-29,66742.43033475587
MEXICO,7,Hombres,30,78864.56204076714,MORENA-PT-Partido Verde,5,79742.11098216586,15,30-34,-79742.11098216586
MEXICO,2,Mujeres,34,69040.63830366835,PAN-PRI-PRD,5,69808.87358563895,15,30-34,69808.87358563895
COLIMA,6,Hombres,76,61868.587781656424,Movimiento Ciudadano,5,62557.01756949397,9,65-100,-62557.01756949397
MEXICO,99,Mujeres,24,86086.13559246901,NS,5,87044.0410851696,15,20-24,87044.0410851696
MEXICO,4,Hombres,50,81005.78381919285,MORENA-PT-Partido Verde,5,81907.15875868671,15,50-54,-81907.15875868671
MEXICO,7,Hombres,43,72549.73132962525,MORENA-PT-Partido Verde,5,73357.01331128596,15,40-44,-73357.01331128596
QUERETARO,7,Mujeres,39,60241.269090886904,MORENA-PT-Partido Verde,5,60911.59122989651,22,35-39,60911.59122989651
BAJA CALIFORNIA,7,Hombres,36,66415.17824198604,MORENA-PT-Partido Verde,5,67154.19926550904,2,35-39,-67154.19926550904
COLIMA,1,Hombres,65,61868.587781656424,PAN-PRI-PRD,5,62557.01756949397,9,65-100,-62557.01756949397
TLAXCALA,7,Mujeres,82,42653.32215904266,MORENA-PT-Partido Verde,5,43127.938092222605,29,65-100,43127.938092222605
TLAXCALA,7,Mujeres,42,31179.399681364823,MORENA-PT-Partido Verde,5,31526.34193877171,29,40-44,31526.34193877171
BAJA CALIFORNIA,3,Mujeres,45,61457.1381309744,PAN-PRI-PRD,5,62140.98959876486,2,45-49,62140.98959876486
YUCATAN,7,Hombres,51,77447.50209487697,MORENA-PT-Partido Verde,5,78309.28299771393,31,50-54,-78309.28299771393
BAJA CALIFORNIA,2,Mujeres,64,84073.17454671695,PAN-PRI-PRD,5,85008.68123583497,2,60-64,85008.68123583497
MEXICO,99,Hombres,29,64908.01792658057,NS,5,65630.26833849963,15,25-29,-65630.26833849963
MEXICO,99,Mujeres,60,55473.06790370331,NS,5,56090.33287995297,15,60-64,56090.33287995297
BAJA CALIFORNIA,1,Hombres,30,72196.0488194791,PAN-PRI-PRD,5,72999.39527288302,2,30-34,-72999.39527288302
MEXICO,5,Hombres,30,64908.01792658057,MORENA-PT-Partido Verde,5,65630.26833849963,15,30-34,-65630.26833849963
MEXICO,99,Hombres,27,64908.01792658057,NS,5,65630.26833849963,15,25-29,-65630.26833849963
QUERETARO,5,Mujeres,18,77247.87239364862,MORENA-PT-Partido Verde,5,78107.4319586825,22,18-18,78107.4319586825
QUERETARO,99,Mujeres,49,60481.011705397716,NS,5,61154.00153027443,22,45-49,61154.00153027443
MEXICO,7,Hombres,55,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864,15,55-59,-67412.17083378864
QUERETARO,7,Mujeres,23,77247.87239364862,MORENA-PT-Partido Verde,5,78107.4319586825,22,20-24,78107.4319586825
QUERETARO,99,Hombres,24,60253.60743436068,NS,5,60924.06686571015,22,20-24,-60924.06686571015
MEXICO,7,Mujeres,24,70851.60035983725,MORENA-PT-Partido Verde,5,71639.98674382604,15,20-24,71639.98674382604
QUERETARO,7,Hombres,32,70767.7209922188,MORENA-PT-Partido Verde,5,71555.17402606459,22,30-34,-71555.17402606459
QUERETARO,1,Hombres,40,65101.219254110154,PAN-PRI-PRD,5,65825.61947344667,22,40-44,-65825.61947344667
QUERETARO,1,Mujeres,57,60481.011705397716,PAN-PRI-PRD,5,61154.00153027443,22,55-59,61154.00153027443
QUERETARO,7,Hombres,70,71249.77849115242,MORENA-PT-Partido Verde,5,72042.5955191286,22,65-100,-72042.5955191286
QUERETARO,1,Mujeres,19,77247.87239364862,PAN-PRI-PRD,5,78107.4319586825,22,19-19,78107.4319586825
MEXICO,1,Hombres,40,59710.71340353966,PAN-PRI-PRD,5,60375.13189495729,15,40-44,-60375.13189495729
MEXICO,7,Hombres,20,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986,15,20-24,-55879.437246742986
BAJA CALIFORNIA,7,Mujeres,24,78806.99121490655,MORENA-PT-Partido Verde,5,79683.89954896552,2,20-24,79683.89954896552
MEXICO,2,Mujeres,33,56822.619345309686,PAN-PRI-PRD,5,57454.90117334041,15,30-34,57454.90117334041
MEXICO,5,Mujeres,56,55473.06790370331,MORENA-PT-Partido Verde,5,56090.33287995297,15,55-59,56090.33287995297
MEXICO,7,Mujeres,23,70851.60035983725,MORENA-PT-Partido Verde,5,71639.98674382604,15,20-24,71639.98674382604
MEXICO,3,Hombres,63,65350.16013977783,PAN-PRI-PRD,5,66077.33039682248,15,60-64,-66077.33039682248
MEXICO,7,Hombres,95,65350.16013977783,MORENA-PT-Partido Verde,5,66077.33039682248,15,65-100,-66077.33039682248
MEXICO,7,Hombres,38,59710.71340353966,MORENA-PT-Partido Verde,5,60375.13189495729,15,35-39,-60375.13189495729
MEXICO,7,Hombres,36,59710.71340353966,MORENA-PT-Partido Verde,5,60375.13189495729,15,35-39,-60375.13189495729
PUEBLA,1,Hombres,21,51975.41299596208,PAN-PRI-PRD,5,52553.75854779295,21,20-24,-52553.75854779295
PUEBLA,7,Mujeres,35,53440.80692760757,MORENA-PT-Partido Verde,5,54035.45834433101,21,35-39,54035.45834433101
PUEBLA,7,Hombres,46,62702.41063039227,MORENA-PT-Partido Verde,5,63400.1186078157,21,45-49,-63400.1186078157
MEXICO,7,Mujeres,36,55253.17643761888,MORENA-PT-Partido Verde,5,55867.99461750917,15,35-39,55867.99461750917
MEXICO,6,Hombres,45,59710.71340353966,Movimiento Ciudadano,5,60375.13189495729,15,45-49,-60375.13189495729
MEXICO,7,Hombres,37,59710.71340353966,MORENA-PT-Partido Verde,5,60375.13189495729,15,35-39,-60375.13189495729
TLAXCALA,7,Mujeres,30,32065.037229302405,MORENA-PT-Partido Verde,5,32421.834233537833,29,30-34,32421.834233537833
PUEBLA,7,Mujeres,35,53440.80692760757,MORENA-PT-Partido Verde,5,54035.45834433101,21,35-39,54035.45834433101
PUEBLA,99,Hombres,55,62702.41063039227,NS,5,63400.1186078157,21,55-59,-63400.1186078157
PUEBLA,99,Hombres,18,51975.41299596208,NS,5,52553.75854779295,21,18-18,-52553.75854779295
MEXICO,7,Hombres,72,65350.16013977783,MORENA-PT-Partido Verde,5,66077.33039682248,15,65-100,-66077.33039682248
CHIAPAS,99,Mujeres,59,67999.83860309857,NS,5,68756.49260379645,5,55-59,68756.49260379645
MEXICO,1,Mujeres,64,75586.17417232522,PAN-PRI-PRD,5,76427.24353748589,15,60-64,76427.24353748589
CHIAPAS,7,Hombres,42,73194.4171785298,MORENA-PT-Partido Verde,5,74008.87276731645,5,40-44,-74008.87276731645
CHIAPAS,7,Mujeres,38,67730.29187044091,MORENA-PT-Partido Verde,5,68483.94654617229,5,35-39,68483.94654617229
CHIAPAS,7,Mujeres,19,86851.10759699909,MORENA-PT-Partido Verde,5,87817.52515589779,5,19-19,87817.52515589779
CHIAPAS,7,Hombres,50,81725.61119209354,MORENA-PT-Partido Verde,5,82634.99586032654,5,50-54,-82634.99586032654
CHIAPAS,5,Mujeres,33,69654.1419197119,MORENA-PT-Partido Verde,5,70429.20383502542,5,30-34,70429.20383502542
CHIAPAS,1,Hombres,42,73194.4171785298,PAN-PRI-PRD,5,74008.87276731645,5,40-44,-74008.87276731645
CHIAPAS,1,Mujeres,58,67999.83860309857,PAN-PRI-PRD,5,68756.49260379645,5,55-59,68756.49260379645
CHIAPAS,6,Hombres,51,81725.61119209354,Movimiento Ciudadano,5,82634.99586032654,5,50-54,-82634.99586032654
CHIAPAS,5,Mujeres,39,67730.29187044091,MORENA-PT-Partido Verde,5,68483.94654617229,5,35-39,68483.94654617229
QUERETARO,7,Mujeres,28,61952.3966426527,MORENA-PT-Partido Verde,5,62641.75899608554,22,25-29,62641.75899608554
MEXICO,7,Mujeres,28,56822.619345309686,MORENA-PT-Partido Verde,5,57454.90117334041,15,25-29,57454.90117334041
MEXICO,7,Mujeres,38,55253.17643761888,MORENA-PT-Partido Verde,5,55867.99461750917,15,35-39,55867.99461750917
MEXICO,1,Hombres,25,55264.49314258198,PAN-PRI-PRD,5,55879.437246742986,15,25-29,-55879.437246742986
QUERETARO,99,Hombres,33,70767.7209922188,NS,5,71555.17402606459,22,30-34,-71555.17402606459
MEXICO,7,Mujeres,78,75586.17417232522,MORENA-PT-Partido Verde,5,76427.24353748589,15,65-100,76427.24353748589
COAHUILA DE ZARAGOZA,99,Mujeres,41,64368.72544860668,NS,5,65084.97499612094,8,40-44,65084.97499612094
MEXICO,5,Mujeres,35,56822.619345309686,MORENA-PT-Partido Verde,5,57454.90117334041,15,35-39,57454.90117334041
MEXICO,7,Mujeres,40,55253.17643761888,MORENA-PT-Partido Verde,5,55867.99461750917,15,40-44,55867.99461750917
MEXICO,5,Hombres,19,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986,15,19-19,-55879.437246742986
MEXICO,7,Hombres,24,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986,15,20-24,-55879.437246742986
MEXICO,99,Mujeres,36,55253.17643761888,NS,5,55867.99461750917,15,35-39,55867.99461750917
QUERETARO,7,Mujeres,26,61952.3966426527,MORENA-PT-Partido Verde,5,62641.75899608554,22,25-29,62641.75899608554
QUERETARO,3,Hombres,67,71249.77849115242,PAN-PRI-PRD,5,72042.5955191286,22,65-100,-72042.5955191286
QUERETARO,7,Hombres,77,71249.77849115242,MORENA-PT-Partido Verde,5,72042.5955191286,22,65-100,-72042.5955191286
QUERETARO,1,Mujeres,48,60481.011705397716,PAN-PRI-PRD,5,61154.00153027443,22,45-49,61154.00153027443
QUERETARO,1,Mujeres,57,60481.011705397716,PAN-PRI-PRD,5,61154.00153027443,22,55-59,61154.00153027443
QUERETARO,99,Mujeres,32,61952.3966426527,NS,5,62641.75899608554,22,30-34,62641.75899608554
COAHUILA DE ZARAGOZA,2,Hombres,52,77669.43392191824,PAN-PRI-PRD,5,78533.68432480496,8,50-54,-78533.68432480496
MEXICO,7,Hombres,28,64908.01792658057,MORENA-PT-Partido Verde,5,65630.26833849963,15,25-29,-65630.26833849963
COAHUILA DE ZARAGOZA,7,Mujeres,33,66197.09163758894,MORENA-PT-Partido Verde,5,66933.68594797401,8,30-34,66933.68594797401
COAHUILA DE ZARAGOZA,1,Mujeres,58,64624.89413105086,PAN-PRI-PRD,5,65343.99414207219,8,55-59,65343.99414207219
COAHUILA DE ZARAGOZA,99,Mujeres,57,64624.89413105086,NS,5,65343.99414207219,8,55-59,65343.99414207219
COAHUILA DE ZARAGOZA,7,Hombres,60,77669.43392191824,MORENA-PT-Partido Verde,5,78533.68432480496,8,60-64,-78533.68432480496
COAHUILA DE ZARAGOZA,7,Mujeres,47,64624.89413105086,MORENA-PT-Partido Verde,5,65343.99414207219,8,45-49,65343.99414207219
COAHUILA DE ZARAGOZA,7,Mujeres,57,64624.89413105086,MORENA-PT-Partido Verde,5,65343.99414207219,8,55-59,65343.99414207219
COAHUILA DE ZARAGOZA,7,Mujeres,45,64368.72544860668,MORENA-PT-Partido Verde,5,65084.97499612094,8,45-49,65084.97499612094
PUEBLA,7,Hombres,33,74389.50338148224,MORENA-PT-Partido Verde,5,75217.25704237052,21,30-34,-75217.25704237052
COAHUILA DE ZARAGOZA,7,Hombres,41,69561.65717915272,MORENA-PT-Partido Verde,5,70335.68998983328,8,40-44,-70335.68998983328
PUEBLA,7,Hombres,51,76409.22454146744,MORENA-PT-Partido Verde,5,77259.45222769742,21,50-54,-77259.45222769742
PUEBLA,1,Mujeres,23,81201.29889828547,PAN-PRI-PRD,5,82104.84939098403,21,20-24,82104.84939098403
PUEBLA,6,Hombres,73,61460.82899654947,Movimiento Ciudadano,5,62144.7215336757,21,65-100,-62144.7215336757
PUEBLA,7,Hombres,18,63337.29377095126,MORENA-PT-Partido Verde,5,64042.06627791106,21,18-18,-64042.06627791106
PUEBLA,7,Mujeres,49,63576.33624048525,MORENA-PT-Partido Verde,5,64283.76864259517,21,45-49,64283.76864259517
PUEBLA,6,Mujeres,32,65123.02438065338,Movimiento Ciudadano,5,65847.667231981,21,30-34,65847.667231981
PUEBLA,7,Hombres,30,74389.50338148224,MORENA-PT-Partido Verde,5,75217.25704237052,21,30-34,-75217.25704237052
PUEBLA,7,Hombres,39,68432.99885797841,MORENA-PT-Partido Verde,5,69194.47275893681,21,35-39,-69194.47275893681
MEXICO,7,Hombres,50,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864,15,50-54,-67412.17083378864
MEXICO,4,Mujeres,53,55473.06790370331,MORENA-PT-Partido Verde,5,56090.33287995297,15,50-54,56090.33287995297
MEXICO,2,Mujeres,64,75586.17417232522,PAN-PRI-PRD,5,76427.24353748589,15,60-64,76427.24353748589
MEXICO,99,Mujeres,35,56822.619345309686,NS,5,57454.90117334041,15,35-39,57454.90117334041
QUERETARO,7,Hombres,40,65101.219254110154,MORENA-PT-Partido Verde,5,65825.61947344667,22,40-44,-65825.61947344667
QUERETARO,5,Mujeres,47,60481.011705397716,MORENA-PT-Partido Verde,5,61154.00153027443,22,45-49,61154.00153027443
MEXICO,2,Mujeres,53,55473.06790370331,PAN-PRI-PRD,5,56090.33287995297,15,50-54,56090.33287995297
MEXICO,7,Hombres,57,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864,15,55-59,-67412.17083378864
MEXICO,1,Mujeres,32,56822.619345309686,PAN-PRI-PRD,5,57454.90117334041,15,30-34,57454.90117334041
MEXICO,2,Hombres,74,65350.16013977783,PAN-PRI-PRD,5,66077.33039682248,15,65-100,-66077.33039682248
MEXICO,4,Hombres,53,66670.31087518018,MORENA-PT-Partido Verde,5,67412.17083378864,15,50-54,-67412.17083378864
PUEBLA,6,Hombres,53,62702.41063039227,Movimiento Ciudadano,5,63400.1186078157,21,50-54,-63400.1186078157
PUEBLA,7,Hombres,31,61045.000987875144,MORENA-PT-Partido Verde,5,61724.26648569027,21,30-34,-61724.26648569027
PUEBLA,4,Mujeres,38,51964.76980752837,MORENA-PT-Partido Verde,5,52542.996929503024,21,35-39,52542.996929503024
MEXICO,7,Hombres,20,55264.49314258198,MORENA-PT-Partido Verde,5,55879.437246742986,15,20-24,-55879.437246742986
COAHUILA DE ZARAGOZA,7,Mujeres,61,74074.21575393344,MORENA-PT-Partido Verde,5,74898.46111760137,8,60-64,74898.46111760137
COAHUILA DE ZARAGOZA,99,Mujeres,35,55685.99034384253,NS,5,56305.624570071006,8,35-39,56305.624570071006
COAHUILA DE ZARAGOZA,2,Mujeres,32,55685.99034384253,PAN-PRI-PRD,5,56305.624570071006,8,30-34,56305.624570071006
COAHUILA DE ZARAGOZA,99,Hombres,46,65336.69743478154,NS,5,66063.71788838835,8,45-49,-66063.71788838835
COAHUILA DE ZARAGOZA,7,Hombres,40,58516.31354421042,MORENA-PT-Partido Verde,5,59167.44160067172,8,40-44,-59167.44160067172
COAHUILA DE ZARAGOZA,99,Mujeres,56,54363.43412570834,NS,5,54968.35188386635,8,55-59,54968.35188386635
HIDALGO,7,Mujeres,31,27578.14246457574,MORENA-PT-Partido Verde,5,27885.01248450968,13,30-34,27885.01248450968
HIDALGO,7,Hombres,18,26821.925540898144,MORENA-PT-Partido Verde,5,27120.380914967467,13,18-18,-27120.380914967467
HIDALGO,7,Mujeres,22,34386.93166699403,MORENA-PT-Partido Verde,5,34769.56506660287,13,20-24,34769.56506660287
HIDALGO,7,Hombres,39,28979.84253237691,MORENA-PT-Partido Verde,5,29302.309677037436,13,35-39,-29302.309677037436
HIDALGO,2,Mujeres,40,26816.43312070883,PAN-PRI-PRD,5,27114.827379019716,13,40-44,27114.827379019716
HIDALGO,1,Hombres,23,26821.925540898144,PAN-PRI-PRD,5,27120.380914967467,13,20-24,-27120.380914967467
HIDALGO,1,Mujeres,33,31872.10702257686,PAN-PRI-PRD,5,32226.75723623494,13,30-34,32226.75723623494
HIDALGO,99,Mujeres,56,31115.136497899664,NS,5,31461.36368015541,13,55-59,31461.36368015541
HIDALGO,7,Hombres,19,30998.145813815405,MORENA-PT-Partido Verde,5,31343.07120667025,13,19-19,-31343.07120667025
HIDALGO,7,Hombres,18,30998.145813815405,MORENA-PT-Partido Verde,5,31343.07120667025,13,18-18,-31343.07120667025
HIDALGO,7,Mujeres,28,27578.14246457574,MORENA-PT-Partido Verde,5,27885.01248450968,13,25-29,27885.01248450968
HIDALGO,7,Hombres,71,31716.87696171637,MORENA-PT-Partido Verde,5,32069.79988529566,13,65-100,-32069.79988529566
HIDALGO,7,Mujeres,32,27578.14246457574,MORENA-PT-Partido Verde,5,27885.01248450968,13,30-34,27885.01248450968
HIDALGO,6,Hombres,42,28979.84253237691,Movimiento Ciudadano,5,29302.309677037436,13,40-44,-29302.309677037436
COAHUILA DE ZARAGOZA,7,Mujeres,37,54147.941172406434,MORENA-PT-Partido Verde,5,54750.46107773733,8,35-39,54750.46107773733
COAHUILA DE ZARAGOZA,7,Mujeres,28,55685.99034384253,MORENA-PT-Partido Verde,5,56305.624570071006,8,25-29,56305.624570071006
COAHUILA DE ZARAGOZA,1,Hombres,50,65336.69743478154,PAN-PRI-PRD,5,66063.71788838835,8,50-54,-66063.71788838835
COAHUILA DE ZARAGOZA,99,Mujeres,73,74074.21575393344,NS,5,74898.46111760137,8,65-100,74898.46111760137
PUEBLA,6,Hombres,32,74389.50338148224,Movimiento Ciudadano,5,75217.25704237052,21,30-34,-75217.25704237052
PUEBLA,7,Hombres,28,74389.50338148224,MORENA-PT-Partido Verde,5,75217.25704237052,21,25-29,-75217.25704237052
GUANAJUATO,1,Hombres,54,81760.27452082977,PAN-PRI-PRD,5,82670.04489801305,11,50-54,-82670.04489801305
GUANAJUATO,1,Mujeres,59,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226,11,55-59,68785.65517439226
GUANAJUATO,1,Mujeres,46,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226,11,45-49,68785.65517439226
GUANAJUATO,3,Mujeres,28,69683.68522179291,PAN-PRI-PRD,5,70459.07587402953,11,25-29,70459.07587402953
GUANAJUATO,1,Mujeres,47,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226,11,45-49,68785.65517439226
GUANAJUATO,1,Mujeres,83,92694.12830365569,PAN-PRI-PRD,5,93725.56285501605,11,65-100,93725.56285501605
GUANAJUATO,99,Mujeres,28,69683.68522179291,NS,5,70459.07587402953,11,25-29,70459.07587402953
GUANAJUATO,1,Mujeres,48,68028.68024435555,PAN-PRI-PRD,5,68785.65517439226,11,45-49,68785.65517439226
GUANAJUATO,4,Hombres,28,79599.10932792429,MORENA-PT-Partido Verde,5,80484.83179083346,11,25-29,-80484.83179083346
GUANAJUATO,1,Hombres,61,80141.324719658907,PAN-PRI-PRD,5,81033.08057108523,11,60-64,-81033.08057108523
OAXACA,7,Mujeres,40,80350.79290616952,MORENA-PT-Partido Verde,5,81244.87957108888,20,40-44,81244.87957108888
PUEBLA,2,Mujeres,30,34816.021027447336,PAN-PRI-PRD,5,35203.429029289255,21,30-34,35203.429029289255
PUEBLA,7,Hombres,25,33861.33510725203,MORENA-PT-Partido Verde,5,34238.12004092548,21,25-29,-34238.12004092548
OAXACA,1,Hombres,42,86833.07415609309,PAN-PRI-PRD,5,87799.2910516448,20,40-44,-87799.2910516448
YUCATAN,4,Mujeres,37,64184.79892665612,MORENA-PT-Partido Verde,5,64899.001870214735,31,35-39,64899.001870214735
SAN LUIS POTOSI,7,Mujeres,66,71797.94627377215,MORENA-PT-Partido Verde,5,72596.86292425175,24,65-100,72596.86292425175
OAXACA,7,Hombres,41,86833.07415609309,MORENA-PT-Partido Verde,5,87799.2910516448,20,40-44,-87799.2910516448
OAXACA,7,Hombres,64,95034.12332691204,MORENA-PT-Partido Verde,5,96091.59568413092,20,60-64,-96091.59568413092
SAN LUIS POTOSI,5,Mujeres,26,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007,24,25-29,54575.37642008007
YUCATAN,7,Mujeres,66,87804.60606392923,MORENA-PT-Partido Verde,5,88781.63347785821,31,65-100,88781.63347785821
OAXACA,1,Mujeres,55,80670.56553812185,PAN-PRI-PRD,5,81568.21040621128,20,55-59,81568.21040621128
SAN LUIS POTOSI,1,Hombres,54,63328.92821587586,PAN-PRI-PRD,5,64033.607636868895,24,50-54,-64033.607636868895
OAXACA,5,Mujeres,40,80350.79290616952,MORENA-PT-Partido Verde,5,81244.87957108888,20,40-44,81244.87957108888
OAXACA,99,Mujeres,55,80670.56553812185,NS,5,81568.21040621128,20,55-59,81568.21040621128
OAXACA,7,Mujeres,40,80350.79290616952,MORENA-PT-Partido Verde,5,81244.87957108888,20,40-44,81244.87957108888
OAXACA,7,Hombres,27,94391.14712720344,MORENA-PT-Partido Verde,5,95441.46490106074,20,25-29,-95441.46490106074
OAXACA,7,Hombres,77,95034.12332691204,MORENA-PT-Partido Verde,5,96091.59568413092,20,65-100,-96091.59568413092
YUCATAN,7,Mujeres,69,87804.60606392923,MORENA-PT-Partido Verde,5,88781.63347785821,31,65-100,88781.63347785821
SAN LUIS POTOSI,4,Hombres,59,63328.92821587586,MORENA-PT-Partido Verde,5,64033.607636868895,24,55-59,-64033.607636868895
YUCATAN,7,Hombres,62,75913.95027093175,MORENA-PT-Partido Verde,5,76758.66689616596,31,60-64,-76758.66689616596
YUCATAN,7,Hombres,33,75400.33619694105,MORENA-PT-Partido Verde,5,76239.33768884726,31,30-34,-76239.33768884726
SAN LUIS POTOSI,5,Mujeres,32,53974.78329288548,MORENA-PT-Partido Verde,5,54575.37642008007,24,30-34,54575.37642008007
SAN LUIS POTOSI,5,Mujeres,21,67300.65983295793,MORENA-PT-Partido Verde,5,68049.53386793092,24,20-24,68049.53386793092
SAN LUIS POTOSI,7,Hombres,60,63328.92821587586,MORENA-PT-Partido Verde,5,64033.607636868895,24,60-64,-64033.607636868895
SAN LUIS POTOSI,5,Mujeres,45,52483.99772528633,MORENA-PT-Partido Verde,5,53068.00244746294,24,45-49,53068.00244746294
YUCATAN,1,Hombres,68,75913.95027093175,PAN-PRI-PRD,5,76758.66689616596,31,65-100,-76758.66689616596
CIUDAD DE MEXICO,7,Hombres,25,56268.56827326525,MORENA-PT-Partido Verde,5,56894.685013718336,7,25-29,-56894.685013718336
CIUDAD DE MEXICO,6,Hombres,37,60795.569862987664,Movimiento Ciudadano,5,61472.05986806013,7,35-39,-61472.05986806013
YUCATAN,7,Mujeres,32,66007.9407612388,MORENA-PT-Partido Verde,5,66742.43033475587,31,30-34,66742.43033475587
PUEBLA,7,Mujeres,29,34816.021027447336,MORENA-PT-Partido Verde,5,35203.429029289255,21,25-29,35203.429029289255
